# _root_ Ben bir hizmet _ insanıyım , söylerim , _ söylediğimin arkasından giderim ve bana neye mal olursa_olsun ben bununla iftihar ederim .
#goldHeads=4,3,4,5,6,22,8,22,10,11,12,13,21,15,17,17,21,19,20,21,22,0,
#predictedHeads=5,3,4,5,6,7,8,21,10,11,12,13,21,17,17,17,21,21,20,21,22,0,
(17,1),(17,16),-0.00116135 # DEPENDENCYPART_SIBL
(17,1),(17,18),-0.0318375 # DEPENDENCYPART_SIBL
(17,1),(17,19),-0.0284564 # DEPENDENCYPART_SIBL
(17,1),(17,20),-0.048782 # DEPENDENCYPART_SIBL
(17,1),(17,21),-0.0207796 # DEPENDENCYPART_SIBL
(17,1),(17,22),-0.131491 # DEPENDENCYPART_SIBL
(17,3),(17,4),-0.0412931 # DEPENDENCYPART_SIBL
(17,3),(17,5),0.0265839 # DEPENDENCYPART_SIBL
(17,3),(17,6),-0.153395 # DEPENDENCYPART_SIBL
(17,3),(17,7),0.0265839 # DEPENDENCYPART_SIBL
(17,3),(17,8),-0.153395 # DEPENDENCYPART_SIBL
(17,3),(17,9),0.0518519 # DEPENDENCYPART_SIBL
(17,3),(17,10),-0.066561 # DEPENDENCYPART_SIBL
(17,3),(17,11),-0.0811841 # DEPENDENCYPART_SIBL
(17,3),(17,12),0.0265839 # DEPENDENCYPART_SIBL
(17,3),(17,13),-0.0890639 # DEPENDENCYPART_SIBL
(17,3),(17,14),0.0341767 # DEPENDENCYPART_SIBL
(17,3),(17,15),-0.0363637 # DEPENDENCYPART_SIBL
(17,3),(17,16),-0.0478341 # DEPENDENCYPART_SIBL
(17,3),(17,18),-0.000571634 # DEPENDENCYPART_SIBL
(17,3),(17,19),0.0095856 # DEPENDENCYPART_SIBL
(17,3),(17,20),0.00183617 # DEPENDENCYPART_SIBL
(17,3),(17,21),-0.00711636 # DEPENDENCYPART_SIBL
(17,3),(17,22),-0.0714733 # DEPENDENCYPART_SIBL
(17,4),(17,5),-0.549412 # DEPENDENCYPART_SIBL
(17,4),(17,6),-0.431953 # DEPENDENCYPART_SIBL
(17,4),(17,7),-0.549412 # DEPENDENCYPART_SIBL
(17,4),(17,8),-0.431953 # DEPENDENCYPART_SIBL
(17,4),(17,9),-0.886065 # DEPENDENCYPART_SIBL
(17,4),(17,10),-0.620931 # DEPENDENCYPART_SIBL
(17,4),(17,11),-0.635554 # DEPENDENCYPART_SIBL
(17,4),(17,12),-0.549412 # DEPENDENCYPART_SIBL
(17,4),(17,13),-0.373176 # DEPENDENCYPART_SIBL
(17,4),(17,14),-0.275745 # DEPENDENCYPART_SIBL
(17,4),(17,15),-0.344131 # DEPENDENCYPART_SIBL
(17,4),(17,16),-0.602204 # DEPENDENCYPART_SIBL
(17,4),(17,18),0.014377 # DEPENDENCYPART_SIBL
(17,4),(17,19),0.0190918 # DEPENDENCYPART_SIBL
(17,4),(17,20),-0.00527488 # DEPENDENCYPART_SIBL
(17,4),(17,21),-0.0151519 # DEPENDENCYPART_SIBL
(17,4),(17,22),-0.103989 # DEPENDENCYPART_SIBL
(17,5),(17,6),-0.170371 # DEPENDENCYPART_SIBL
(17,5),(17,7),-0.0777815 # DEPENDENCYPART_SIBL
(17,5),(17,8),-0.170371 # DEPENDENCYPART_SIBL
(17,5),(17,9),-0.113543 # DEPENDENCYPART_SIBL
(17,5),(17,10),-0.00354973 # DEPENDENCYPART_SIBL
(17,5),(17,11),-0.00842409 # DEPENDENCYPART_SIBL
(17,5),(17,12),-0.0777815 # DEPENDENCYPART_SIBL
(17,5),(17,13),-0.0450641 # DEPENDENCYPART_SIBL
(17,5),(17,14),-0.031877 # DEPENDENCYPART_SIBL
(17,5),(17,15),-0.0180183 # DEPENDENCYPART_SIBL
(17,5),(17,16),0.00151102 # DEPENDENCYPART_SIBL
(17,5),(17,18),0.0409737 # DEPENDENCYPART_SIBL
(17,5),(17,19),0.0329431 # DEPENDENCYPART_SIBL
(17,5),(17,20),0.0037541 # DEPENDENCYPART_SIBL
(17,5),(17,21),-0.0330524 # DEPENDENCYPART_SIBL
(17,5),(17,22),-0.0907017 # DEPENDENCYPART_SIBL
(17,6),(17,7),0.106229 # DEPENDENCYPART_SIBL
(17,6),(17,8),-0.241759 # DEPENDENCYPART_SIBL
(17,6),(17,9),-0.13294 # DEPENDENCYPART_SIBL
(17,6),(17,10),0.0214278 # DEPENDENCYPART_SIBL
(17,6),(17,11),0.0165535 # DEPENDENCYPART_SIBL
(17,6),(17,12),0.106229 # DEPENDENCYPART_SIBL
(17,6),(17,13),-0.0862898 # DEPENDENCYPART_SIBL
(17,6),(17,14),-0.000889958 # DEPENDENCYPART_SIBL
(17,6),(17,15),0.0355873 # DEPENDENCYPART_SIBL
(17,6),(17,16),0.0253924 # DEPENDENCYPART_SIBL
(17,6),(17,18),-0.0468753 # DEPENDENCYPART_SIBL
(17,6),(17,19),-0.0147158 # DEPENDENCYPART_SIBL
(17,6),(17,20),-0.00827072 # DEPENDENCYPART_SIBL
(17,6),(17,21),-0.0186727 # DEPENDENCYPART_SIBL
(17,6),(17,22),-0.0680033 # DEPENDENCYPART_SIBL
(17,7),(17,8),-0.170371 # DEPENDENCYPART_SIBL
(17,7),(17,9),-0.113543 # DEPENDENCYPART_SIBL
(17,7),(17,10),-0.00354973 # DEPENDENCYPART_SIBL
(17,7),(17,11),-0.00842409 # DEPENDENCYPART_SIBL
(17,7),(17,12),-0.0777815 # DEPENDENCYPART_SIBL
(17,7),(17,13),-0.0450641 # DEPENDENCYPART_SIBL
(17,7),(17,14),-0.031877 # DEPENDENCYPART_SIBL
(17,7),(17,15),-0.0180183 # DEPENDENCYPART_SIBL
(17,7),(17,16),0.00151102 # DEPENDENCYPART_SIBL
(17,7),(17,18),0.0409737 # DEPENDENCYPART_SIBL
(17,7),(17,19),0.0329431 # DEPENDENCYPART_SIBL
(17,7),(17,20),0.0037541 # DEPENDENCYPART_SIBL
(17,7),(17,21),-0.0330524 # DEPENDENCYPART_SIBL
(17,7),(17,22),-0.0907017 # DEPENDENCYPART_SIBL
(17,8),(17,9),-0.13294 # DEPENDENCYPART_SIBL
(17,8),(17,10),0.0214278 # DEPENDENCYPART_SIBL
(17,8),(17,11),0.0165535 # DEPENDENCYPART_SIBL
(17,8),(17,12),0.106229 # DEPENDENCYPART_SIBL
(17,8),(17,13),-0.0862898 # DEPENDENCYPART_SIBL
(17,8),(17,14),-0.000889958 # DEPENDENCYPART_SIBL
(17,8),(17,15),0.0355873 # DEPENDENCYPART_SIBL
(17,8),(17,16),0.0253924 # DEPENDENCYPART_SIBL
(17,8),(17,18),-0.0468753 # DEPENDENCYPART_SIBL
(17,8),(17,19),-0.0147158 # DEPENDENCYPART_SIBL
(17,8),(17,20),-0.00827072 # DEPENDENCYPART_SIBL
(17,8),(17,21),-0.0186727 # DEPENDENCYPART_SIBL
(17,8),(17,22),-0.0680033 # DEPENDENCYPART_SIBL
(17,9),(17,10),-0.553839 # DEPENDENCYPART_SIBL
(17,9),(17,11),-0.558713 # DEPENDENCYPART_SIBL
(17,9),(17,12),-0.641515 # DEPENDENCYPART_SIBL
(17,9),(17,13),-0.324744 # DEPENDENCYPART_SIBL
(17,9),(17,14),-0.337366 # DEPENDENCYPART_SIBL
(17,9),(17,15),-0.321353 # DEPENDENCYPART_SIBL
(17,9),(17,16),-0.548778 # DEPENDENCYPART_SIBL
(17,9),(17,18),0.0559211 # DEPENDENCYPART_SIBL
(17,9),(17,19),0.042448 # DEPENDENCYPART_SIBL
(17,9),(17,20),-0.00335948 # DEPENDENCYPART_SIBL
(17,9),(17,21),-0.0410904 # DEPENDENCYPART_SIBL
(17,9),(17,22),-0.123219 # DEPENDENCYPART_SIBL
(17,10),(17,11),-0.0852649 # DEPENDENCYPART_SIBL
(17,10),(17,12),0.0143212 # DEPENDENCYPART_SIBL
(17,10),(17,13),-0.0934967 # DEPENDENCYPART_SIBL
(17,10),(17,14),0.0297439 # DEPENDENCYPART_SIBL
(17,10),(17,15),-0.0407965 # DEPENDENCYPART_SIBL
(17,10),(17,16),-0.0519149 # DEPENDENCYPART_SIBL
(17,10),(17,18),-0.000570391 # DEPENDENCYPART_SIBL
(17,10),(17,19),0.00958684 # DEPENDENCYPART_SIBL
(17,10),(17,20),0.00183869 # DEPENDENCYPART_SIBL
(17,10),(17,21),-0.0071139 # DEPENDENCYPART_SIBL
(17,10),(17,22),-0.071472 # DEPENDENCYPART_SIBL
(17,11),(17,12),0.0361754 # DEPENDENCYPART_SIBL
(17,11),(17,13),-0.086385 # DEPENDENCYPART_SIBL
(17,11),(17,14),0.0368555 # DEPENDENCYPART_SIBL
(17,11),(17,15),-0.0336849 # DEPENDENCYPART_SIBL
(17,11),(17,16),-0.0301047 # DEPENDENCYPART_SIBL
(17,11),(17,18),-0.000576197 # DEPENDENCYPART_SIBL
(17,11),(17,19),0.00958103 # DEPENDENCYPART_SIBL
(17,11),(17,20),0.00182122 # DEPENDENCYPART_SIBL
(17,11),(17,21),-0.00711971 # DEPENDENCYPART_SIBL
(17,11),(17,22),-0.0714778 # DEPENDENCYPART_SIBL
(17,12),(17,13),-0.0450641 # DEPENDENCYPART_SIBL
(17,12),(17,14),-0.031877 # DEPENDENCYPART_SIBL
(17,12),(17,15),-0.0180183 # DEPENDENCYPART_SIBL
(17,12),(17,16),0.00151102 # DEPENDENCYPART_SIBL
(17,12),(17,18),0.0409737 # DEPENDENCYPART_SIBL
(17,12),(17,19),0.0329431 # DEPENDENCYPART_SIBL
(17,12),(17,20),0.0037541 # DEPENDENCYPART_SIBL
(17,12),(17,21),-0.0330524 # DEPENDENCYPART_SIBL
(17,12),(17,22),-0.0907017 # DEPENDENCYPART_SIBL
(17,13),(17,14),0.037171 # DEPENDENCYPART_SIBL
(17,13),(17,15),0.0181987 # DEPENDENCYPART_SIBL
(17,13),(17,16),0.0102697 # DEPENDENCYPART_SIBL
(17,13),(17,18),-0.0271225 # DEPENDENCYPART_SIBL
(17,13),(17,19),-0.0213702 # DEPENDENCYPART_SIBL
(17,13),(17,20),-0.0392638 # DEPENDENCYPART_SIBL
(17,13),(17,21),-0.0192432 # DEPENDENCYPART_SIBL
(17,13),(17,22),-0.104945 # DEPENDENCYPART_SIBL
(17,14),(17,15),-0.10102 # DEPENDENCYPART_SIBL
(17,14),(17,16),-0.0536409 # DEPENDENCYPART_SIBL
(17,14),(17,18),-0.0462468 # DEPENDENCYPART_SIBL
(17,14),(17,19),-0.0422006 # DEPENDENCYPART_SIBL
(17,14),(17,20),-0.0921701 # DEPENDENCYPART_SIBL
(17,14),(17,21),-0.0256837 # DEPENDENCYPART_SIBL
(17,14),(17,22),-0.139947 # DEPENDENCYPART_SIBL
(17,15),(17,16),-0.0532808 # DEPENDENCYPART_SIBL
(17,15),(17,18),-0.0253521 # DEPENDENCYPART_SIBL
(17,15),(17,19),-0.0223832 # DEPENDENCYPART_SIBL
(17,15),(17,20),-0.0562606 # DEPENDENCYPART_SIBL
(17,15),(17,21),-0.00890862 # DEPENDENCYPART_SIBL
(17,15),(17,22),-0.120511 # DEPENDENCYPART_SIBL
(17,16),(17,18),-0.000752799 # DEPENDENCYPART_SIBL
(17,16),(17,19),0.00940443 # DEPENDENCYPART_SIBL
(17,16),(17,20),0.00129515 # DEPENDENCYPART_SIBL
(17,16),(17,21),-0.00729631 # DEPENDENCYPART_SIBL
(17,16),(17,22),-0.0716578 # DEPENDENCYPART_SIBL
(17,18),(17,19),0.0548915 # DEPENDENCYPART_SIBL
(17,18),(17,20),0.00406529 # DEPENDENCYPART_SIBL
(17,18),(17,21),-0.0103701 # DEPENDENCYPART_SIBL
(17,18),(17,22),-0.0173682 # DEPENDENCYPART_SIBL
(17,19),(17,20),0.000506403 # DEPENDENCYPART_SIBL
(17,19),(17,21),-0.014668 # DEPENDENCYPART_SIBL
(17,19),(17,22),-0.0218615 # DEPENDENCYPART_SIBL
(17,20),(17,21),-0.0123033 # DEPENDENCYPART_SIBL
(17,20),(17,22),-0.00773257 # DEPENDENCYPART_SIBL
(17,21),(17,22),-0.0599024 # DEPENDENCYPART_SIBL
(19,16),(19,18),0.047217 # DEPENDENCYPART_SIBL
(19,16),(19,20),0.0265223 # DEPENDENCYPART_SIBL
(19,18),(19,20),0.00780382 # DEPENDENCYPART_SIBL
(20,10),(20,11),-0.0118893 # DEPENDENCYPART_SIBL
(20,10),(20,13),-0.0358976 # DEPENDENCYPART_SIBL
(20,10),(20,14),0.114387 # DEPENDENCYPART_SIBL
(20,10),(20,16),0.00757545 # DEPENDENCYPART_SIBL
(20,10),(20,17),0.187315 # DEPENDENCYPART_SIBL
(20,10),(20,18),0.0773169 # DEPENDENCYPART_SIBL
(20,10),(20,19),0.0583137 # DEPENDENCYPART_SIBL
(20,11),(20,13),-0.0363713 # DEPENDENCYPART_SIBL
(20,11),(20,14),0.113913 # DEPENDENCYPART_SIBL
(20,11),(20,16),0.0144509 # DEPENDENCYPART_SIBL
(20,11),(20,17),0.201578 # DEPENDENCYPART_SIBL
(20,11),(20,18),0.0768431 # DEPENDENCYPART_SIBL
(20,11),(20,19),0.05784 # DEPENDENCYPART_SIBL
(20,13),(20,14),0.0381076 # DEPENDENCYPART_SIBL
(20,13),(20,16),0.0655574 # DEPENDENCYPART_SIBL
(20,13),(20,17),0.06304 # DEPENDENCYPART_SIBL
(20,13),(20,18),0.0483427 # DEPENDENCYPART_SIBL
(20,13),(20,19),0.0213359 # DEPENDENCYPART_SIBL
(20,14),(20,16),0.0660325 # DEPENDENCYPART_SIBL
(20,14),(20,17),0.129501 # DEPENDENCYPART_SIBL
(20,14),(20,18),-0.00517165 # DEPENDENCYPART_SIBL
(20,14),(20,19),0.0154124 # DEPENDENCYPART_SIBL
(20,16),(20,17),0.197275 # DEPENDENCYPART_SIBL
(20,16),(20,18),0.0793391 # DEPENDENCYPART_SIBL
(20,16),(20,19),0.060336 # DEPENDENCYPART_SIBL
(20,17),(20,18),0.138203 # DEPENDENCYPART_SIBL
(20,17),(20,19),0.127677 # DEPENDENCYPART_SIBL
(20,18),(20,19),0.0328187 # DEPENDENCYPART_SIBL
(21,1),(21,3),-0.00082516 # DEPENDENCYPART_SIBL
(21,1),(21,4),-0.0306966 # DEPENDENCYPART_SIBL
(21,1),(21,5),-0.010416 # DEPENDENCYPART_SIBL
(21,1),(21,6),-0.166642 # DEPENDENCYPART_SIBL
(21,1),(21,7),-0.010416 # DEPENDENCYPART_SIBL
(21,1),(21,8),-0.166642 # DEPENDENCYPART_SIBL
(21,1),(21,9),-0.0355707 # DEPENDENCYPART_SIBL
(21,1),(21,10),-0.00554181 # DEPENDENCYPART_SIBL
(21,1),(21,11),-0.0107726 # DEPENDENCYPART_SIBL
(21,1),(21,12),-0.010416 # DEPENDENCYPART_SIBL
(21,1),(21,13),-0.0499638 # DEPENDENCYPART_SIBL
(21,1),(21,14),0.00659152 # DEPENDENCYPART_SIBL
(21,1),(21,15),0.0176547 # DEPENDENCYPART_SIBL
(21,1),(21,16),-0.00190128 # DEPENDENCYPART_SIBL
(21,1),(21,17),-0.010416 # DEPENDENCYPART_SIBL
(21,1),(21,18),-0.0147726 # DEPENDENCYPART_SIBL
(21,1),(21,19),0.0266978 # DEPENDENCYPART_SIBL
(21,1),(21,20),-0.00554181 # DEPENDENCYPART_SIBL
(21,1),(21,22),-0.131491 # DEPENDENCYPART_SIBL
(21,3),(21,4),-0.0435128 # DEPENDENCYPART_SIBL
(21,3),(21,5),0.025844 # DEPENDENCYPART_SIBL
(21,3),(21,6),-0.154135 # DEPENDENCYPART_SIBL
(21,3),(21,7),0.025844 # DEPENDENCYPART_SIBL
(21,3),(21,8),-0.154135 # DEPENDENCYPART_SIBL
(21,3),(21,9),0.0511119 # DEPENDENCYPART_SIBL
(21,3),(21,10),-0.0687808 # DEPENDENCYPART_SIBL
(21,3),(21,11),-0.0834039 # DEPENDENCYPART_SIBL
(21,3),(21,12),0.025844 # DEPENDENCYPART_SIBL
(21,3),(21,13),-0.0898038 # DEPENDENCYPART_SIBL
(21,3),(21,14),0.0334368 # DEPENDENCYPART_SIBL
(21,3),(21,15),-0.0371036 # DEPENDENCYPART_SIBL
(21,3),(21,16),-0.0500539 # DEPENDENCYPART_SIBL
(21,3),(21,17),0.025844 # DEPENDENCYPART_SIBL
(21,3),(21,18),-0.0179446 # DEPENDENCYPART_SIBL
(21,3),(21,19),-0.0181439 # DEPENDENCYPART_SIBL
(21,3),(21,20),-0.0687808 # DEPENDENCYPART_SIBL
(21,3),(21,22),-0.0728719 # DEPENDENCYPART_SIBL
(21,4),(21,5),-0.550152 # DEPENDENCYPART_SIBL
(21,4),(21,6),-0.432693 # DEPENDENCYPART_SIBL
(21,4),(21,7),-0.550152 # DEPENDENCYPART_SIBL
(21,4),(21,8),-0.432693 # DEPENDENCYPART_SIBL
(21,4),(21,9),-0.886805 # DEPENDENCYPART_SIBL
(21,4),(21,10),-0.623151 # DEPENDENCYPART_SIBL
(21,4),(21,11),-0.637774 # DEPENDENCYPART_SIBL
(21,4),(21,12),-0.550152 # DEPENDENCYPART_SIBL
(21,4),(21,13),-0.373916 # DEPENDENCYPART_SIBL
(21,4),(21,14),-0.276485 # DEPENDENCYPART_SIBL
(21,4),(21,15),-0.344871 # DEPENDENCYPART_SIBL
(21,4),(21,16),-0.604424 # DEPENDENCYPART_SIBL
(21,4),(21,17),-0.550152 # DEPENDENCYPART_SIBL
(21,4),(21,18),-0.325713 # DEPENDENCYPART_SIBL
(21,4),(21,19),-0.325911 # DEPENDENCYPART_SIBL
(21,4),(21,20),-0.623151 # DEPENDENCYPART_SIBL
(21,4),(21,22),-0.105388 # DEPENDENCYPART_SIBL
(21,5),(21,6),-0.170371 # DEPENDENCYPART_SIBL
(21,5),(21,7),-0.0777815 # DEPENDENCYPART_SIBL
(21,5),(21,8),-0.170371 # DEPENDENCYPART_SIBL
(21,5),(21,9),-0.113543 # DEPENDENCYPART_SIBL
(21,5),(21,10),-0.00428965 # DEPENDENCYPART_SIBL
(21,5),(21,11),-0.00916402 # DEPENDENCYPART_SIBL
(21,5),(21,12),-0.0777815 # DEPENDENCYPART_SIBL
(21,5),(21,13),-0.0450641 # DEPENDENCYPART_SIBL
(21,5),(21,14),-0.031877 # DEPENDENCYPART_SIBL
(21,5),(21,15),-0.0180183 # DEPENDENCYPART_SIBL
(21,5),(21,16),0.000771089 # DEPENDENCYPART_SIBL
(21,5),(21,17),-0.0777815 # DEPENDENCYPART_SIBL
(21,5),(21,18),-0.0436552 # DEPENDENCYPART_SIBL
(21,5),(21,19),-0.00891632 # DEPENDENCYPART_SIBL
(21,5),(21,20),-0.00428965 # DEPENDENCYPART_SIBL
(21,5),(21,22),-0.0907017 # DEPENDENCYPART_SIBL
(21,6),(21,7),0.106229 # DEPENDENCYPART_SIBL
(21,6),(21,8),-0.241759 # DEPENDENCYPART_SIBL
(21,6),(21,9),-0.13294 # DEPENDENCYPART_SIBL
(21,6),(21,10),0.0206879 # DEPENDENCYPART_SIBL
(21,6),(21,11),0.0158135 # DEPENDENCYPART_SIBL
(21,6),(21,12),0.106229 # DEPENDENCYPART_SIBL
(21,6),(21,13),-0.0862898 # DEPENDENCYPART_SIBL
(21,6),(21,14),-0.000889958 # DEPENDENCYPART_SIBL
(21,6),(21,15),0.0355873 # DEPENDENCYPART_SIBL
(21,6),(21,16),0.0246524 # DEPENDENCYPART_SIBL
(21,6),(21,17),0.106229 # DEPENDENCYPART_SIBL
(21,6),(21,18),-0.00780119 # DEPENDENCYPART_SIBL
(21,6),(21,19),0.0391074 # DEPENDENCYPART_SIBL
(21,6),(21,20),0.0206879 # DEPENDENCYPART_SIBL
(21,6),(21,22),-0.0680033 # DEPENDENCYPART_SIBL
(21,7),(21,8),-0.170371 # DEPENDENCYPART_SIBL
(21,7),(21,9),-0.113543 # DEPENDENCYPART_SIBL
(21,7),(21,10),-0.00428965 # DEPENDENCYPART_SIBL
(21,7),(21,11),-0.00916402 # DEPENDENCYPART_SIBL
(21,7),(21,12),-0.0777815 # DEPENDENCYPART_SIBL
(21,7),(21,13),-0.0450641 # DEPENDENCYPART_SIBL
(21,7),(21,14),-0.031877 # DEPENDENCYPART_SIBL
(21,7),(21,15),-0.0180183 # DEPENDENCYPART_SIBL
(21,7),(21,16),0.000771089 # DEPENDENCYPART_SIBL
(21,7),(21,17),-0.0777815 # DEPENDENCYPART_SIBL
(21,7),(21,18),-0.0436552 # DEPENDENCYPART_SIBL
(21,7),(21,19),-0.00891632 # DEPENDENCYPART_SIBL
(21,7),(21,20),-0.00428965 # DEPENDENCYPART_SIBL
(21,7),(21,22),-0.0907017 # DEPENDENCYPART_SIBL
(21,8),(21,9),-0.13294 # DEPENDENCYPART_SIBL
(21,8),(21,10),0.0206879 # DEPENDENCYPART_SIBL
(21,8),(21,11),0.0158135 # DEPENDENCYPART_SIBL
(21,8),(21,12),0.106229 # DEPENDENCYPART_SIBL
(21,8),(21,13),-0.0862898 # DEPENDENCYPART_SIBL
(21,8),(21,14),-0.000889958 # DEPENDENCYPART_SIBL
(21,8),(21,15),0.0355873 # DEPENDENCYPART_SIBL
(21,8),(21,16),0.0246524 # DEPENDENCYPART_SIBL
(21,8),(21,17),0.106229 # DEPENDENCYPART_SIBL
(21,8),(21,18),-0.00780119 # DEPENDENCYPART_SIBL
(21,8),(21,19),0.0391074 # DEPENDENCYPART_SIBL
(21,8),(21,20),0.0206879 # DEPENDENCYPART_SIBL
(21,8),(21,22),-0.0680033 # DEPENDENCYPART_SIBL
(21,9),(21,10),-0.554579 # DEPENDENCYPART_SIBL
(21,9),(21,11),-0.559453 # DEPENDENCYPART_SIBL
(21,9),(21,12),-0.641515 # DEPENDENCYPART_SIBL
(21,9),(21,13),-0.324744 # DEPENDENCYPART_SIBL
(21,9),(21,14),-0.337366 # DEPENDENCYPART_SIBL
(21,9),(21,15),-0.321353 # DEPENDENCYPART_SIBL
(21,9),(21,16),-0.549518 # DEPENDENCYPART_SIBL
(21,9),(21,17),-0.641515 # DEPENDENCYPART_SIBL
(21,9),(21,18),-0.346991 # DEPENDENCYPART_SIBL
(21,9),(21,19),-0.312251 # DEPENDENCYPART_SIBL
(21,9),(21,20),-0.554579 # DEPENDENCYPART_SIBL
(21,9),(21,22),-0.123219 # DEPENDENCYPART_SIBL
(21,10),(21,11),-0.0874847 # DEPENDENCYPART_SIBL
(21,10),(21,12),0.0135813 # DEPENDENCYPART_SIBL
(21,10),(21,13),-0.0942366 # DEPENDENCYPART_SIBL
(21,10),(21,14),0.0290039 # DEPENDENCYPART_SIBL
(21,10),(21,15),-0.0415364 # DEPENDENCYPART_SIBL
(21,10),(21,16),-0.0541347 # DEPENDENCYPART_SIBL
(21,10),(21,17),0.0135813 # DEPENDENCYPART_SIBL
(21,10),(21,18),-0.0223774 # DEPENDENCYPART_SIBL
(21,10),(21,19),-0.0225767 # DEPENDENCYPART_SIBL
(21,10),(21,20),-0.0728616 # DEPENDENCYPART_SIBL
(21,10),(21,22),-0.0728706 # DEPENDENCYPART_SIBL
(21,11),(21,12),0.0354354 # DEPENDENCYPART_SIBL
(21,11),(21,13),-0.087125 # DEPENDENCYPART_SIBL
(21,11),(21,14),0.0361155 # DEPENDENCYPART_SIBL
(21,11),(21,15),-0.0344248 # DEPENDENCYPART_SIBL
(21,11),(21,16),-0.0323245 # DEPENDENCYPART_SIBL
(21,11),(21,17),0.0354354 # DEPENDENCYPART_SIBL
(21,11),(21,18),-0.0152658 # DEPENDENCYPART_SIBL
(21,11),(21,19),-0.0154651 # DEPENDENCYPART_SIBL
(21,11),(21,20),-0.0510514 # DEPENDENCYPART_SIBL
(21,11),(21,22),-0.0728764 # DEPENDENCYPART_SIBL
(21,12),(21,13),-0.0450641 # DEPENDENCYPART_SIBL
(21,12),(21,14),-0.031877 # DEPENDENCYPART_SIBL
(21,12),(21,15),-0.0180183 # DEPENDENCYPART_SIBL
(21,12),(21,16),0.000771089 # DEPENDENCYPART_SIBL
(21,12),(21,17),-0.0777815 # DEPENDENCYPART_SIBL
(21,12),(21,18),-0.0436552 # DEPENDENCYPART_SIBL
(21,12),(21,19),-0.00891632 # DEPENDENCYPART_SIBL
(21,12),(21,20),-0.00428965 # DEPENDENCYPART_SIBL
(21,12),(21,22),-0.0907017 # DEPENDENCYPART_SIBL
(21,13),(21,14),0.037171 # DEPENDENCYPART_SIBL
(21,13),(21,15),0.0181987 # DEPENDENCYPART_SIBL
(21,13),(21,16),0.0095298 # DEPENDENCYPART_SIBL
(21,13),(21,17),-0.0373461 # DEPENDENCYPART_SIBL
(21,13),(21,18),0.0464151 # DEPENDENCYPART_SIBL
(21,13),(21,19),0.027242 # DEPENDENCYPART_SIBL
(21,13),(21,20),0.00519928 # DEPENDENCYPART_SIBL
(21,13),(21,22),-0.104945 # DEPENDENCYPART_SIBL
(21,14),(21,15),-0.10102 # DEPENDENCYPART_SIBL
(21,14),(21,16),-0.0543808 # DEPENDENCYPART_SIBL
(21,14),(21,17),-0.0626337 # DEPENDENCYPART_SIBL
(21,14),(21,18),-0.167312 # DEPENDENCYPART_SIBL
(21,14),(21,19),-0.0919769 # DEPENDENCYPART_SIBL
(21,14),(21,20),-0.0580214 # DEPENDENCYPART_SIBL
(21,14),(21,22),-0.139947 # DEPENDENCYPART_SIBL
(21,15),(21,16),-0.0540208 # DEPENDENCYPART_SIBL
(21,15),(21,17),-0.0207523 # DEPENDENCYPART_SIBL
(21,15),(21,18),-0.0685213 # DEPENDENCYPART_SIBL
(21,15),(21,19),-0.0192272 # DEPENDENCYPART_SIBL
(21,15),(21,20),-0.0576613 # DEPENDENCYPART_SIBL
(21,15),(21,22),-0.120511 # DEPENDENCYPART_SIBL
(21,16),(21,17),0.0225661 # DEPENDENCYPART_SIBL
(21,16),(21,18),-0.0180303 # DEPENDENCYPART_SIBL
(21,16),(21,19),-0.0182296 # DEPENDENCYPART_SIBL
(21,16),(21,20),-0.0605635 # DEPENDENCYPART_SIBL
(21,16),(21,22),-0.0730564 # DEPENDENCYPART_SIBL
(21,17),(21,18),-0.0436552 # DEPENDENCYPART_SIBL
(21,17),(21,19),-0.00891632 # DEPENDENCYPART_SIBL
(21,17),(21,20),-0.00428965 # DEPENDENCYPART_SIBL
(21,17),(21,22),-0.0907017 # DEPENDENCYPART_SIBL
(21,18),(21,19),0.0266978 # DEPENDENCYPART_SIBL
(21,18),(21,20),-0.00554181 # DEPENDENCYPART_SIBL
(21,18),(21,22),-0.131491 # DEPENDENCYPART_SIBL
(21,19),(21,20),-0.0576901 # DEPENDENCYPART_SIBL
(21,19),(21,22),-0.120511 # DEPENDENCYPART_SIBL
(21,20),(21,22),-0.0728706 # DEPENDENCYPART_SIBL
(22,2),(22,5),-0.0281203 # DEPENDENCYPART_SIBL
(22,2),(22,6),0.0336106 # DEPENDENCYPART_SIBL
(22,2),(22,7),-0.0281203 # DEPENDENCYPART_SIBL
(22,2),(22,8),0.0336106 # DEPENDENCYPART_SIBL
(22,2),(22,9),-0.0266549 # DEPENDENCYPART_SIBL
(22,2),(22,11),0.0531242 # DEPENDENCYPART_SIBL
(22,2),(22,12),-0.0281203 # DEPENDENCYPART_SIBL
(22,2),(22,13),0.08567 # DEPENDENCYPART_SIBL
(22,2),(22,14),0.0101912 # DEPENDENCYPART_SIBL
(22,2),(22,16),0.0526616 # DEPENDENCYPART_SIBL
(22,2),(22,17),-0.0281203 # DEPENDENCYPART_SIBL
(22,2),(22,18),0.00965812 # DEPENDENCYPART_SIBL
(22,2),(22,20),0.0531242 # DEPENDENCYPART_SIBL
(22,2),(22,21),-0.0281203 # DEPENDENCYPART_SIBL
(22,5),(22,6),-0.220022 # DEPENDENCYPART_SIBL
(22,5),(22,7),-0.437848 # DEPENDENCYPART_SIBL
