# _root_ İki gözü iki çeşme , _ öksürüp _ aksırarak , derdini _ anlatamadan bir köşeye _ çekilirmiş kara _ yazgılı hayvan .
#goldHeads=2,4,4,17,0,7,8,9,17,0,12,13,17,15,17,17,22,19,20,21,17,0,
#predictedHeads=2,3,4,9,0,7,8,9,17,0,12,13,17,15,17,17,22,19,20,21,22,0,
(17,8),(17,12),-1.03137 # DEPENDENCYPART_SIBL
(17,8),(17,13),-0.345726 # DEPENDENCYPART_SIBL
(17,8),(17,14),-0.312984 # DEPENDENCYPART_SIBL
(17,8),(17,15),-0.55226 # DEPENDENCYPART_SIBL
(17,8),(17,16),-1.03137 # DEPENDENCYPART_SIBL
(17,8),(17,18),0.00848269 # DEPENDENCYPART_SIBL
(17,8),(17,19),-0.0693936 # DEPENDENCYPART_SIBL
(17,8),(17,20),0.00848269 # DEPENDENCYPART_SIBL
(17,8),(17,21),-0.00493872 # DEPENDENCYPART_SIBL
(17,9),(17,10),-0.19659 # DEPENDENCYPART_SIBL
(17,9),(17,11),-0.0283853 # DEPENDENCYPART_SIBL
(17,9),(17,12),-0.0880322 # DEPENDENCYPART_SIBL
(17,9),(17,13),-0.0316943 # DEPENDENCYPART_SIBL
(17,9),(17,14),-0.0328548 # DEPENDENCYPART_SIBL
(17,9),(17,15),-0.027731 # DEPENDENCYPART_SIBL
(17,9),(17,16),-0.0880322 # DEPENDENCYPART_SIBL
(17,9),(17,18),-0.0455875 # DEPENDENCYPART_SIBL
(17,9),(17,19),-0.0110218 # DEPENDENCYPART_SIBL
(17,9),(17,20),-0.0455875 # DEPENDENCYPART_SIBL
(17,9),(17,21),0.0425083 # DEPENDENCYPART_SIBL
(17,10),(17,11),0.0214278 # DEPENDENCYPART_SIBL
(17,10),(17,12),-0.13294 # DEPENDENCYPART_SIBL
(17,10),(17,13),0.0372356 # DEPENDENCYPART_SIBL
(17,10),(17,14),-0.0241868 # DEPENDENCYPART_SIBL
(17,10),(17,15),0.0216053 # DEPENDENCYPART_SIBL
(17,10),(17,16),-0.13294 # DEPENDENCYPART_SIBL
(17,10),(17,18),-0.0357088 # DEPENDENCYPART_SIBL
(17,10),(17,19),-0.107092 # DEPENDENCYPART_SIBL
(17,10),(17,20),-0.0355914 # DEPENDENCYPART_SIBL
(17,10),(17,21),-0.00891654 # DEPENDENCYPART_SIBL
(17,11),(17,12),0.0317593 # DEPENDENCYPART_SIBL
(17,11),(17,13),0.0245122 # DEPENDENCYPART_SIBL
(17,11),(17,14),-0.0125277 # DEPENDENCYPART_SIBL
(17,11),(17,15),-0.0637347 # DEPENDENCYPART_SIBL
(17,11),(17,16),0.0317593 # DEPENDENCYPART_SIBL
(17,11),(17,18),-0.0346241 # DEPENDENCYPART_SIBL
(17,11),(17,19),-0.0671221 # DEPENDENCYPART_SIBL
(17,11),(17,20),-0.034623 # DEPENDENCYPART_SIBL
(17,11),(17,21),-0.00196383 # DEPENDENCYPART_SIBL
(17,12),(17,13),-0.345726 # DEPENDENCYPART_SIBL
(17,12),(17,14),-0.312984 # DEPENDENCYPART_SIBL
(17,12),(17,15),-0.55226 # DEPENDENCYPART_SIBL
(17,12),(17,16),-1.03137 # DEPENDENCYPART_SIBL
(17,12),(17,18),0.00848269 # DEPENDENCYPART_SIBL
(17,12),(17,19),-0.0693936 # DEPENDENCYPART_SIBL
(17,12),(17,20),0.00848269 # DEPENDENCYPART_SIBL
(17,12),(17,21),-0.00493872 # DEPENDENCYPART_SIBL
(17,13),(17,14),-0.033264 # DEPENDENCYPART_SIBL
(17,13),(17,15),-0.0282134 # DEPENDENCYPART_SIBL
(17,13),(17,16),-0.0889232 # DEPENDENCYPART_SIBL
(17,13),(17,18),-0.0421413 # DEPENDENCYPART_SIBL
(17,13),(17,19),-0.00068322 # DEPENDENCYPART_SIBL
(17,13),(17,20),-0.0421413 # DEPENDENCYPART_SIBL
(17,13),(17,21),0.0528469 # DEPENDENCYPART_SIBL
(17,14),(17,15),-0.0089511 # DEPENDENCYPART_SIBL
(17,14),(17,16),-0.0469401 # DEPENDENCYPART_SIBL
(17,14),(17,18),-0.0198311 # DEPENDENCYPART_SIBL
(17,14),(17,19),-0.0443236 # DEPENDENCYPART_SIBL
(17,14),(17,20),-0.0197286 # DEPENDENCYPART_SIBL
(17,14),(17,21),0.00474512 # DEPENDENCYPART_SIBL
(17,15),(17,16),0.0386195 # DEPENDENCYPART_SIBL
(17,15),(17,18),-0.0346241 # DEPENDENCYPART_SIBL
(17,15),(17,19),-0.0671221 # DEPENDENCYPART_SIBL
(17,15),(17,20),-0.034623 # DEPENDENCYPART_SIBL
(17,15),(17,21),-0.00196383 # DEPENDENCYPART_SIBL
(17,16),(17,18),0.00848269 # DEPENDENCYPART_SIBL
(17,16),(17,19),-0.0693936 # DEPENDENCYPART_SIBL
(17,16),(17,20),0.00848269 # DEPENDENCYPART_SIBL
(17,16),(17,21),-0.00493872 # DEPENDENCYPART_SIBL
(17,18),(17,19),-0.0658909 # DEPENDENCYPART_SIBL
(17,18),(17,20),-0.0267834 # DEPENDENCYPART_SIBL
(17,18),(17,21),-0.0556656 # DEPENDENCYPART_SIBL
(17,19),(17,20),-0.0269106 # DEPENDENCYPART_SIBL
(17,19),(17,21),-0.0884751 # DEPENDENCYPART_SIBL
(17,20),(17,21),-0.0556656 # DEPENDENCYPART_SIBL
(18,8),(18,11),-0.293223 # DEPENDENCYPART_SIBL
(18,8),(18,12),-0.893201 # DEPENDENCYPART_SIBL
(18,8),(18,13),-0.169927 # DEPENDENCYPART_SIBL
(18,8),(18,14),-0.171285 # DEPENDENCYPART_SIBL
(18,8),(18,15),-0.293245 # DEPENDENCYPART_SIBL
(18,8),(18,16),-0.893201 # DEPENDENCYPART_SIBL
(18,8),(18,17),-0.41983 # DEPENDENCYPART_SIBL
(18,8),(18,19),-0.0670519 # DEPENDENCYPART_SIBL
(18,8),(18,21),-0.0493197 # DEPENDENCYPART_SIBL
(18,11),(18,12),0.00495798 # DEPENDENCYPART_SIBL
(18,11),(18,13),0.113327 # DEPENDENCYPART_SIBL
(18,11),(18,14),-0.00136321 # DEPENDENCYPART_SIBL
(18,11),(18,15),0.0143428 # DEPENDENCYPART_SIBL
(18,11),(18,16),0.00495798 # DEPENDENCYPART_SIBL
(18,11),(18,17),0.200058 # DEPENDENCYPART_SIBL
(18,11),(18,19),0.0492779 # DEPENDENCYPART_SIBL
(18,11),(18,21),0.0649198 # DEPENDENCYPART_SIBL
(18,12),(18,13),-0.169927 # DEPENDENCYPART_SIBL
(18,12),(18,14),-0.171285 # DEPENDENCYPART_SIBL
(18,12),(18,15),-0.293245 # DEPENDENCYPART_SIBL
(18,12),(18,16),-0.893201 # DEPENDENCYPART_SIBL
(18,12),(18,17),-0.41983 # DEPENDENCYPART_SIBL
(18,12),(18,19),-0.0670519 # DEPENDENCYPART_SIBL
(18,12),(18,21),-0.0493197 # DEPENDENCYPART_SIBL
(18,13),(18,14),-0.0127575 # DEPENDENCYPART_SIBL
(18,13),(18,15),0.130211 # DEPENDENCYPART_SIBL
(18,13),(18,16),-0.101556 # DEPENDENCYPART_SIBL
(18,13),(18,17),0.0577103 # DEPENDENCYPART_SIBL
(18,13),(18,19),0.0227977 # DEPENDENCYPART_SIBL
(18,13),(18,21),0.0302182 # DEPENDENCYPART_SIBL
(18,14),(18,15),0.042259 # DEPENDENCYPART_SIBL
(18,14),(18,16),-0.127857 # DEPENDENCYPART_SIBL
(18,14),(18,17),-0.0697971 # DEPENDENCYPART_SIBL
(18,14),(18,19),-0.0162557 # DEPENDENCYPART_SIBL
(18,14),(18,21),-0.00791285 # DEPENDENCYPART_SIBL
(18,15),(18,16),0.0048442 # DEPENDENCYPART_SIBL
(18,15),(18,17),0.199987 # DEPENDENCYPART_SIBL
(18,15),(18,19),0.0492779 # DEPENDENCYPART_SIBL
(18,15),(18,21),0.0649198 # DEPENDENCYPART_SIBL
(18,16),(18,17),-0.41983 # DEPENDENCYPART_SIBL
(18,16),(18,19),-0.0670519 # DEPENDENCYPART_SIBL
(18,16),(18,21),-0.0493197 # DEPENDENCYPART_SIBL
(18,17),(18,19),-0.0262154 # DEPENDENCYPART_SIBL
(18,17),(18,21),-0.0123517 # DEPENDENCYPART_SIBL
(18,19),(18,21),-0.0314463 # DEPENDENCYPART_SIBL
(19,11),(19,13),0.180334 # DEPENDENCYPART_SIBL
(19,11),(19,14),0.117896 # DEPENDENCYPART_SIBL
(19,11),(19,15),0.0841445 # DEPENDENCYPART_SIBL
(19,11),(19,16),-0.0749086 # DEPENDENCYPART_SIBL
(19,11),(19,17),0.323977 # DEPENDENCYPART_SIBL
(19,11),(19,18),0.210702 # DEPENDENCYPART_SIBL
(19,11),(19,20),0.0166318 # DEPENDENCYPART_SIBL
(19,13),(19,14),0.100716 # DEPENDENCYPART_SIBL
(19,13),(19,15),0.258516 # DEPENDENCYPART_SIBL
(19,13),(19,16),-0.0873394 # DEPENDENCYPART_SIBL
(19,13),(19,17),0.223884 # DEPENDENCYPART_SIBL
(19,13),(19,18),0.107135 # DEPENDENCYPART_SIBL
(19,13),(19,20),0.0157245 # DEPENDENCYPART_SIBL
(19,14),(19,15),0.193294 # DEPENDENCYPART_SIBL
(19,14),(19,16),-0.153403 # DEPENDENCYPART_SIBL
(19,14),(19,17),0.0516281 # DEPENDENCYPART_SIBL
(19,14),(19,18),0.156387 # DEPENDENCYPART_SIBL
(19,14),(19,20),0.0730763 # DEPENDENCYPART_SIBL
(19,15),(19,16),-0.0672625 # DEPENDENCYPART_SIBL
(19,15),(19,17),0.331663 # DEPENDENCYPART_SIBL
(19,15),(19,18),0.21839 # DEPENDENCYPART_SIBL
(19,15),(19,20),0.0166318 # DEPENDENCYPART_SIBL
(19,16),(19,17),-0.365384 # DEPENDENCYPART_SIBL
(19,16),(19,18),-0.370171 # DEPENDENCYPART_SIBL
(19,16),(19,20),0.0942009 # DEPENDENCYPART_SIBL
(19,17),(19,18),0.129703 # DEPENDENCYPART_SIBL
(19,17),(19,20),0.098675 # DEPENDENCYPART_SIBL
(19,18),(19,20),0.0443856 # DEPENDENCYPART_SIBL
(20,11),(20,12),0.00495798 # DEPENDENCYPART_SIBL
(20,11),(20,13),0.113327 # DEPENDENCYPART_SIBL
(20,11),(20,14),-0.00136321 # DEPENDENCYPART_SIBL
(20,11),(20,15),0.0163164 # DEPENDENCYPART_SIBL
(20,11),(20,16),0.00495798 # DEPENDENCYPART_SIBL
(20,11),(20,17),0.200058 # DEPENDENCYPART_SIBL
(20,11),(20,18),0.0802048 # DEPENDENCYPART_SIBL
(20,11),(20,19),-0.181383 # DEPENDENCYPART_SIBL
(20,12),(20,13),-0.169927 # DEPENDENCYPART_SIBL
(20,12),(20,14),-0.171285 # DEPENDENCYPART_SIBL
(20,12),(20,15),-0.291271 # DEPENDENCYPART_SIBL
(20,12),(20,16),-0.893201 # DEPENDENCYPART_SIBL
(20,12),(20,17),-0.41983 # DEPENDENCYPART_SIBL
(20,12),(20,18),-0.227242 # DEPENDENCYPART_SIBL
(20,12),(20,19),-0.764621 # DEPENDENCYPART_SIBL
(20,13),(20,14),-0.0127575 # DEPENDENCYPART_SIBL
(20,13),(20,15),0.132184 # DEPENDENCYPART_SIBL
(20,13),(20,16),-0.101556 # DEPENDENCYPART_SIBL
(20,13),(20,17),0.0577103 # DEPENDENCYPART_SIBL
(20,13),(20,18),0.0368953 # DEPENDENCYPART_SIBL
(20,13),(20,19),-0.026598 # DEPENDENCYPART_SIBL
(20,14),(20,15),0.0480375 # DEPENDENCYPART_SIBL
(20,14),(20,16),-0.125955 # DEPENDENCYPART_SIBL
(20,14),(20,17),-0.0678946 # DEPENDENCYPART_SIBL
(20,14),(20,18),0.093588 # DEPENDENCYPART_SIBL
(20,14),(20,19),-0.00996259 # DEPENDENCYPART_SIBL
(20,15),(20,16),0.0048442 # DEPENDENCYPART_SIBL
(20,15),(20,17),0.199987 # DEPENDENCYPART_SIBL
(20,15),(20,18),0.0801567 # DEPENDENCYPART_SIBL
(20,15),(20,19),-0.17837 # DEPENDENCYPART_SIBL
(20,16),(20,17),-0.41983 # DEPENDENCYPART_SIBL
(20,16),(20,18),-0.227242 # DEPENDENCYPART_SIBL
(20,16),(20,19),-0.764621 # DEPENDENCYPART_SIBL
(20,17),(20,18),0.0313548 # DEPENDENCYPART_SIBL
(20,17),(20,19),-0.0710589 # DEPENDENCYPART_SIBL
(20,18),(20,19),-0.0096435 # DEPENDENCYPART_SIBL
(21,5),(21,9),0.0334576 # DEPENDENCYPART_SIBL
(21,5),(21,10),-0.0839136 # DEPENDENCYPART_SIBL
(21,5),(21,11),0.00649166 # DEPENDENCYPART_SIBL
(21,5),(21,13),0.0334575 # DEPENDENCYPART_SIBL
(21,5),(21,14),-0.0689311 # DEPENDENCYPART_SIBL
(21,5),(21,15),0.00561543 # DEPENDENCYPART_SIBL
(21,5),(21,16),-0.228157 # DEPENDENCYPART_SIBL
(21,5),(21,17),0.0974612 # DEPENDENCYPART_SIBL
(21,5),(21,18),0.0131249 # DEPENDENCYPART_SIBL
(21,5),(21,19),-0.319127 # DEPENDENCYPART_SIBL
(21,5),(21,20),0.0255845 # DEPENDENCYPART_SIBL
(21,5),(21,22),-0.0556606 # DEPENDENCYPART_SIBL
(21,9),(21,10),-0.0488489 # DEPENDENCYPART_SIBL
(21,9),(21,11),0.108691 # DEPENDENCYPART_SIBL
(21,9),(21,13),0.00763973 # DEPENDENCYPART_SIBL
(21,9),(21,14),0.0820777 # DEPENDENCYPART_SIBL
(21,9),(21,15),0.108119 # DEPENDENCYPART_SIBL
(21,9),(21,16),-0.0075561 # DEPENDENCYPART_SIBL
(21,9),(21,17),0.116859 # DEPENDENCYPART_SIBL
(21,9),(21,18),0.0318792 # DEPENDENCYPART_SIBL
(21,9),(21,19),-0.0157231 # DEPENDENCYPART_SIBL
(21,9),(21,20),0.0240169 # DEPENDENCYPART_SIBL
(21,9),(21,22),-0.0490989 # DEPENDENCYPART_SIBL
(21,10),(21,11),0.00649166 # DEPENDENCYPART_SIBL
(21,10),(21,13),0.0334575 # DEPENDENCYPART_SIBL
(21,10),(21,14),-0.0689311 # DEPENDENCYPART_SIBL
(21,10),(21,15),0.00561543 # DEPENDENCYPART_SIBL
(21,10),(21,16),-0.228157 # DEPENDENCYPART_SIBL
(21,10),(21,17),0.0974612 # DEPENDENCYPART_SIBL
(21,10),(21,18),0.0131249 # DEPENDENCYPART_SIBL
(21,10),(21,19),-0.319127 # DEPENDENCYPART_SIBL
(21,10),(21,20),0.0255845 # DEPENDENCYPART_SIBL
(21,10),(21,22),-0.0556606 # DEPENDENCYPART_SIBL
(21,11),(21,13),0.120987 # DEPENDENCYPART_SIBL
(21,11),(21,14),0.121128 # DEPENDENCYPART_SIBL
(21,11),(21,15),0.00455546 # DEPENDENCYPART_SIBL
(21,11),(21,16),0.0360729 # DEPENDENCYPART_SIBL
(21,11),(21,17),0.196397 # DEPENDENCYPART_SIBL
(21,11),(21,18),0.116 # DEPENDENCYPART_SIBL
(21,11),(21,19),-0.158257 # DEPENDENCYPART_SIBL
(21,11),(21,20),0.108096 # DEPENDENCYPART_SIBL
(21,11),(21,22),-0.0217351 # DEPENDENCYPART_SIBL
(21,13),(21,14),0.0820777 # DEPENDENCYPART_SIBL
(21,13),(21,15),0.108045 # DEPENDENCYPART_SIBL
(21,13),(21,16),-0.00803806 # DEPENDENCYPART_SIBL
(21,13),(21,17),0.116377 # DEPENDENCYPART_SIBL
(21,13),(21,18),0.0318791 # DEPENDENCYPART_SIBL
(21,13),(21,19),-0.0157964 # DEPENDENCYPART_SIBL
(21,13),(21,20),0.0240169 # DEPENDENCYPART_SIBL
(21,13),(21,22),-0.0490989 # DEPENDENCYPART_SIBL
(21,14),(21,15),0.14779 # DEPENDENCYPART_SIBL
(21,14),(21,16),-0.0713354 # DEPENDENCYPART_SIBL
(21,14),(21,17),-0.00967204 # DEPENDENCYPART_SIBL
(21,14),(21,18),0.0670224 # DEPENDENCYPART_SIBL
(21,14),(21,19),0.0863146 # DEPENDENCYPART_SIBL
(21,14),(21,20),0.0672381 # DEPENDENCYPART_SIBL
(21,14),(21,22),-0.0444481 # DEPENDENCYPART_SIBL
(21,15),(21,16),0.0358892 # DEPENDENCYPART_SIBL
(21,15),(21,17),0.196254 # DEPENDENCYPART_SIBL
(21,15),(21,18),0.115858 # DEPENDENCYPART_SIBL
(21,15),(21,19),-0.155367 # DEPENDENCYPART_SIBL
(21,15),(21,20),0.107954 # DEPENDENCYPART_SIBL
(21,15),(21,22),-0.0217351 # DEPENDENCYPART_SIBL
(21,16),(21,17),-0.359898 # DEPENDENCYPART_SIBL
(21,16),(21,18),-0.341176 # DEPENDENCYPART_SIBL
(21,16),(21,19),-0.8186 # DEPENDENCYPART_SIBL
(21,16),(21,20),-0.342287 # DEPENDENCYPART_SIBL
(21,16),(21,22),-0.0618717 # DEPENDENCYPART_SIBL
(21,17),(21,18),0.0774547 # DEPENDENCYPART_SIBL
(21,17),(21,19),-0.0510203 # DEPENDENCYPART_SIBL
(21,17),(21,20),0.0763439 # DEPENDENCYPART_SIBL
(21,17),(21,22),-0.0196888 # DEPENDENCYPART_SIBL
(21,18),(21,19),-0.0857827 # DEPENDENCYPART_SIBL
(21,18),(21,20),0.122677 # DEPENDENCYPART_SIBL
(21,18),(21,22),-0.0405585 # DEPENDENCYPART_SIBL
(21,19),(21,20),-0.310535 # DEPENDENCYPART_SIBL
(21,19),(21,22),-0.063918 # DEPENDENCYPART_SIBL
(21,20),(21,22),-0.0405361 # DEPENDENCYPART_SIBL
(22,6),(22,7),-0.227635 # DEPENDENCYPART_SIBL
(22,6),(22,8),-1.03143 # DEPENDENCYPART_SIBL
(22,6),(22,9),-0.227635 # DEPENDENCYPART_SIBL
(22,6),(22,10),-0.25053 # DEPENDENCYPART_SIBL
(22,6),(22,12),-1.03143 # DEPENDENCYPART_SIBL
(22,6),(22,13),-0.228042 # DEPENDENCYPART_SIBL
(22,6),(22,14),-0.274007 # DEPENDENCYPART_SIBL
(22,6),(22,15),-0.472193 # DEPENDENCYPART_SIBL
(22,6),(22,16),-1.03143 # DEPENDENCYPART_SIBL
(22,6),(22,17),-0.696399 # DEPENDENCYPART_SIBL
(22,6),(22,18),-0.328126 # DEPENDENCYPART_SIBL
(22,6),(22,19),-0.807224 # DEPENDENCYPART_SIBL
(22,6),(22,20),-0.352019 # DEPENDENCYPART_SIBL
(22,6),(22,21),-0.473366 # DEPENDENCYPART_SIBL
(22,7),(22,8),-0.11049 # DEPENDENCYPART_SIBL
(22,7),(22,9),-0.0994665 # DEPENDENCYPART_SIBL
(22,7),(22,10),-0.114154 # DEPENDENCYPART_SIBL
(22,7),(22,12),-0.11049 # DEPENDENCYPART_SIBL
(22,7),(22,13),-0.0924684 # DEPENDENCYPART_SIBL
(22,7),(22,14),-0.0983676 # DEPENDENCYPART_SIBL
(22,7),(22,15),-0.0487984 # DEPENDENCYPART_SIBL
(22,7),(22,16),-0.11049 # DEPENDENCYPART_SIBL
(22,7),(22,17),-0.0194378 # DEPENDENCYPART_SIBL
(22,7),(22,18),-0.0345586 # DEPENDENCYPART_SIBL
(22,7),(22,19),-0.139388 # DEPENDENCYPART_SIBL
(22,7),(22,20),-0.0890953 # DEPENDENCYPART_SIBL
(22,7),(22,21),-0.0495096 # DEPENDENCYPART_SIBL
(22,8),(22,9),-0.227635 # DEPENDENCYPART_SIBL
(22,8),(22,10),-0.25053 # DEPENDENCYPART_SIBL
(22,8),(22,12),-1.03143 # DEPENDENCYPART_SIBL
(22,8),(22,13),-0.228042 # DEPENDENCYPART_SIBL
(22,8),(22,14),-0.274007 # DEPENDENCYPART_SIBL
(22,8),(22,15),-0.472193 # DEPENDENCYPART_SIBL
(22,8),(22,16),-1.03143 # DEPENDENCYPART_SIBL
(22,8),(22,17),-0.696399 # DEPENDENCYPART_SIBL
(22,8),(22,18),-0.328126 # DEPENDENCYPART_SIBL
(22,8),(22,19),-0.807224 # DEPENDENCYPART_SIBL
(22,8),(22,20),-0.352019 # DEPENDENCYPART_SIBL
(22,8),(22,21),-0.473366 # DEPENDENCYPART_SIBL
(22,9),(22,10),-0.114154 # DEPENDENCYPART_SIBL
(22,9),(22,12),-0.11049 # DEPENDENCYPART_SIBL
(22,9),(22,13),-0.0924684 # DEPENDENCYPART_SIBL
(22,9),(22,14),-0.0983676 # DEPENDENCYPART_SIBL
(22,9),(22,15),-0.0487984 # DEPENDENCYPART_SIBL
(22,9),(22,16),-0.11049 # DEPENDENCYPART_SIBL
(22,9),(22,17),-0.0194378 # DEPENDENCYPART_SIBL
(22,9),(22,18),-0.0345586 # DEPENDENCYPART_SIBL
(22,9),(22,19),-0.139388 # DEPENDENCYPART_SIBL
(22,9),(22,20),-0.0890953 # DEPENDENCYPART_SIBL
(22,9),(22,21),-0.0495096 # DEPENDENCYPART_SIBL
(22,10),(22,12),-0.168714 # DEPENDENCYPART_SIBL
(22,10),(22,13),-0.0162967 # DEPENDENCYPART_SIBL
(22,10),(22,14),-0.074076 # DEPENDENCYPART_SIBL
(22,10),(22,15),0.0765835 # DEPENDENCYPART_SIBL
(22,10),(22,16),-0.168714 # DEPENDENCYPART_SIBL
(22,10),(22,17),0.025689 # DEPENDENCYPART_SIBL
(22,10),(22,18),0.0242407 # DEPENDENCYPART_SIBL
(22,10),(22,19),-0.117092 # DEPENDENCYPART_SIBL
(22,10),(22,20),0.00831249 # DEPENDENCYPART_SIBL
(22,10),(22,21),0.0756794 # DEPENDENCYPART_SIBL
(22,12),(22,13),-0.228042 # DEPENDENCYPART_SIBL
(22,12),(22,14),-0.274007 # DEPENDENCYPART_SIBL
(22,12),(22,15),-0.472193 # DEPENDENCYPART_SIBL
(22,12),(22,16),-1.03143 # DEPENDENCYPART_SIBL
(22,12),(22,17),-0.696399 # DEPENDENCYPART_SIBL
(22,12),(22,18),-0.328126 # DEPENDENCYPART_SIBL
(22,12),(22,19),-0.807224 # DEPENDENCYPART_SIBL
(22,12),(22,20),-0.352019 # DEPENDENCYPART_SIBL
(22,12),(22,21),-0.473366 # DEPENDENCYPART_SIBL
(22,13),(22,14),-0.0989226 # DEPENDENCYPART_SIBL
(22,13),(22,15),-0.0494998 # DEPENDENCYPART_SIBL
(22,13),(22,16),-0.112008 # DEPENDENCYPART_SIBL
(22,13),(22,17),-0.0209564 # DEPENDENCYPART_SIBL
(22,13),(22,18),-0.0351136 # DEPENDENCYPART_SIBL
(22,13),(22,19),-0.14009 # DEPENDENCYPART_SIBL
(22,13),(22,20),-0.0896503 # DEPENDENCYPART_SIBL
(22,13),(22,21),-0.050211 # DEPENDENCYPART_SIBL
(22,14),(22,15),0.0530854 # DEPENDENCYPART_SIBL
(22,14),(22,16),-0.0266549 # DEPENDENCYPART_SIBL
(22,14),(22,17),-0.0281203 # DEPENDENCYPART_SIBL
(22,14),(22,18),0.180048 # DEPENDENCYPART_SIBL
(22,14),(22,19),0.0545897 # DEPENDENCYPART_SIBL
(22,14),(22,20),0.157453 # DEPENDENCYPART_SIBL
(22,14),(22,21),0.0519508 # DEPENDENCYPART_SIBL
(22,15),(22,16),-0.0513176 # DEPENDENCYPART_SIBL
(22,15),(22,17),0.0427742 # DEPENDENCYPART_SIBL
(22,15),(22,18),0.0170794 # DEPENDENCYPART_SIBL
(22,15),(22,19),-0.116893 # DEPENDENCYPART_SIBL
(22,15),(22,20),-0.00845994 # DEPENDENCYPART_SIBL
(22,15),(22,21),-0.0241493 # DEPENDENCYPART_SIBL
(22,16),(22,17),-0.696399 # DEPENDENCYPART_SIBL
(22,16),(22,18),-0.328126 # DEPENDENCYPART_SIBL
(22,16),(22,19),-0.807224 # DEPENDENCYPART_SIBL
(22,16),(22,20),-0.352019 # DEPENDENCYPART_SIBL
(22,16),(22,21),-0.473366 # DEPENDENCYPART_SIBL
(22,17),(22,18),-0.160633 # DEPENDENCYPART_SIBL
(22,17),(22,19),-0.325536 # DEPENDENCYPART_SIBL
(22,17),(22,20),-0.184526 # DEPENDENCYPART_SIBL
(22,17),(22,21),-0.254046 # DEPENDENCYPART_SIBL
(22,18),(22,19),-0.156283 # DEPENDENCYPART_SIBL
(22,18),(22,20),-0.00802006 # DEPENDENCYPART_SIBL
(22,18),(22,21),-0.0934917 # DEPENDENCYPART_SIBL
(22,19),(22,20),-0.175934 # DEPENDENCYPART_SIBL
(22,19),(22,21),-0.246561 # DEPENDENCYPART_SIBL
(22,20),(22,21),-0.102974 # DEPENDENCYPART_SIBL
(0,3),(3,2),-0.385816 # DEPENDENCYPART_GRANDPAR
(0,5),(5,1),-0.706794 # DEPENDENCYPART_GRANDPAR
(0,5),(5,2),-0.879217 # DEPENDENCYPART_GRANDPAR
(0,5),(5,3),-0.855863 # DEPENDENCYPART_GRANDPAR
(0,5),(5,4),-0.960512 # DEPENDENCYPART_GRANDPAR
(0,5),(5,6),-1.1984 # DEPENDENCYPART_GRANDPAR
(0,5),(5,7),-0.2689 # DEPENDENCYPART_GRANDPAR
(0,5),(5,8),-1.4686 # DEPENDENCYPART_GRANDPAR
(0,5),(5,17),-0.441232 # DEPENDENCYPART_GRANDPAR
(0,10),(10,6),-1.98726 # DEPENDENCYPART_GRANDPAR
(0,10),(10,7),-0.689325 # DEPENDENCYPART_GRANDPAR
(0,10),(10,8),-2.25746 # DEPENDENCYPART_GRANDPAR
(0,10),(10,9),-0.729536 # DEPENDENCYPART_GRANDPAR
(0,10),(10,12),-2.15271 # DEPENDENCYPART_GRANDPAR
(0,10),(10,17),-0.441232 # DEPENDENCYPART_GRANDPAR
(0,10),(10,21),-0.300437 # DEPENDENCYPART_GRANDPAR
(0,21),(21,5),-0.193161 # DEPENDENCYPART_GRANDPAR
(0,21),(21,9),-0.453727 # DEPENDENCYPART_GRANDPAR
(0,21),(21,10),-0.528673 # DEPENDENCYPART_GRANDPAR
(0,21),(21,11),-1.16849 # DEPENDENCYPART_GRANDPAR
(0,21),(21,13),-0.626188 # DEPENDENCYPART_GRANDPAR
(0,21),(21,14),-1.4121 # DEPENDENCYPART_GRANDPAR
(0,21),(21,15),-1.25338 # DEPENDENCYPART_GRANDPAR
(0,21),(21,16),-2.50459 # DEPENDENCYPART_GRANDPAR
(0,21),(21,17),-0.502642 # DEPENDENCYPART_GRANDPAR
(0,21),(21,18),-0.882405 # DEPENDENCYPART_GRANDPAR
(0,21),(21,19),-2.50594 # DEPENDENCYPART_GRANDPAR
(0,21),(21,20),-1.15535 # DEPENDENCYPART_GRANDPAR
(0,21),(21,22),0.388569 # DEPENDENCYPART_GRANDPAR
(0,22),(22,6),-1.01864 # DEPENDENCYPART_GRANDPAR
(0,22),(22,7),-0.177755 # DEPENDENCYPART_GRANDPAR
(0,22),(22,8),-1.28884 # DEPENDENCYPART_GRANDPAR
(0,22),(22,9),-0.217966 # DEPENDENCYPART_GRANDPAR
(0,22),(22,10),-0.228284 # DEPENDENCYPART_GRANDPAR
(0,22),(22,12),-1.97294 # DEPENDENCYPART_GRANDPAR
(0,22),(22,13),-0.390426 # DEPENDENCYPART_GRANDPAR
(0,22),(22,14),-1.06839 # DEPENDENCYPART_GRANDPAR
(0,22),(22,15),-0.907217 # DEPENDENCYPART_GRANDPAR
(0,22),(22,16),-2.37995 # DEPENDENCYPART_GRANDPAR
(0,22),(22,17),-0.00656303 # DEPENDENCYPART_GRANDPAR
(0,22),(22,18),-0.455793 # DEPENDENCYPART_GRANDPAR
(0,22),(22,19),-2.53122 # DEPENDENCYPART_GRANDPAR
(0,22),(22,20),-0.783291 # DEPENDENCYPART_GRANDPAR
(0,22),(22,21),-0.179902 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-0.958268 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
